1.0	Can Graph Learning Learn Circuits?	Chester Tan, Moritz Lampert, Courtney Maynard, Ankit Ramakrishnan, Tina Eliassi-Rad, Ingo Scholtes	2026			https://www.semanticscholar.org/paper/43e7129732a81f21f7b8de989fa1a27637130645	Circuit localization is a mechanistic interpretability task whose goal is to identify a sparse subgraph of a transformer's computation graph sufficient to reproduce a particular behavior. Most established methods localize circuits independently for each model--task pair. We instead frame circuit localization as a graph machine learning problem in which the edges of a computation graph represent computational pathways, and graph neural networks (GNNs) model interactions among these pathways. We introduce Graph Circuit Learning (GCL), a supervised, amortized framework that trains a GNN across multiple model--task pairs and applies it to unseen cases. To provide sufficient data, we augment the InterpBench benchmark with additional cases derived from the TracrBench programs. Of the 14 evaluated GCL configurations, the highest scored a median edge AUROC of $0.902$ (interquartile interval $[0.861, 0.942]$) on the 16 original held-out InterpBench cases. This is close to the published InterpBench median of $0.910$ for EAP-IG while remaining below ACDC's $0.959$. Removing all message-passing edges reduces the median to $0.825$. We also adapt PGExplainer, a GNN explainability method, to circuit localization, obtaining a median edge AUROC of $0.858$ on the same cases. These preliminary results suggest that graph machine learning offers a natural and potentially powerful perspective on circuit localization, and we hope this perspective encourages closer exchange between the two communities.
0.6274509803921569	Bar graph circuits	Exar Integrated Systems			10.1016/0141-9382(81)90060-3	https://doi.org/10.1016/0141-9382(81)90060-3	
0.5925925925925926	Quarl: A Learning-Based Quantum Circuit Optimizer	Zikun Li, Jinjun Peng, Yixuan Mei, Sina Lin, Yi Wu, Oded Padon, Zhi-Long Jia	2023	Proc. ACM Program. Lang.		https://www.semanticscholar.org/paper/8610810e7b2f06d4493f43959950d6f93819a97e	Optimizing quantum circuits is challenging due to the very large search space of functionally equivalent circuits and the necessity of applying transformations that temporarily decrease performance to achieve a final performance improvement. This paper presents Quarl, a learning-based quantum circuit optimizer. Applying reinforcement learning (RL) to quantum circuit optimization raises two main challenges: the large and varying action space and the non-uniform state representation. Quarl addresses these issues with a novel neural architecture and RL-training procedure. Our neural architecture decomposes the action space into two parts and leverages graph neural networks in its state representation, both of which are guided by the intuition that optimization decisions can be mostly guided by local reasoning while allowing global circuit-wide reasoning. Our evaluation shows that Quarl significantly outperforms existing circuit optimizers on almost all benchmark circuits. Surprisingly, Quarl can learn to perform rotation merging—a complex, non-local circuit optimization implemented as a separate pass in existing optimizers.
0.5882352941176471	LED graph circuits	R.M. Marston			10.1016/b978-0-7506-0157-3.50008-4	https://doi.org/10.1016/b978-0-7506-0157-3.50008-4	
0.5517241379310345	Can Graph Convolution Networks Learn Spatial Relations?	Azelle Courtial, Guillaume Touya, Xiang Zhang			10.5194/ica-abs-3-60-2021	https://doi.org/10.5194/ica-abs-3-60-2021	
0.5309734513274337	SMART: Graph Learning-Boosted Subcircuit Matching for Large-Scale Analog Circuits	Jindong Tu, Yapeng Li, Pengjia Li, Peng Xu, Qianru Zhang, Sanping Wan, Yongsheng Sun, Bei Yu, Tinghuan Chen	2025	IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems		https://www.semanticscholar.org/paper/01bff83a193b6ef7171142d2d3b963ad942511b8	Subcircuit matching in a large-scale analog circuit is a fundamental problem in VLSI computer-aided design (CAD). Existing approaches suffer from a poor scalability issue for a large-scale analog circuit. In this article, we propose a graph learning-boosted subcircuit matching framework for large-scale analog circuits named SMART, consisting of two stages. In the first stage, we customize hypergraph neural networks to map circuit topology for embedding space. Then, coarse subcircuit recognition is directly performed in the embedding space by geometric relations between the query circuit and all candidate subcircuits within the target circuit. In the second stage, a radial matching method, including device attribute matching, connection relationship matching and uniqueness-based matching, is customized to perform fine matching and obtain matches between interconnections and devices in the query circuit and candidate subcircuits. Experimental results show our SMART can outperform state-of-the-art search-based method VF3 and learning-based method NeuroMatch, and achieve the fastest speed. Specifically, using our framework for subcircuit matching can achieve up to $135\times $ speedup with slight accuracy loss, and up to $7\times $ speedup while maintaining 100% accuracy.
0.5208333333333334	What Language Learning Apps Can Learn from Linguistics Theories	Zebo Zukhriddinova			10.62046/bhss.2025.v01i01.004	https://doi.org/10.62046/bhss.2025.v01i01.004	
0.5151515151515151	Machine learning for neuroscience	Geoffrey E. Hinton	2011	Neural Systems & Circuits		https://www.semanticscholar.org/paper/78c6ada93d06ee849b9efc23a3d99d3013b87600	What is machine learning? Machine learning is a type of statistics that places particular emphasis on the use of advanced computational algorithms. As computers become more powerful, and modern experimental methods in areas such as imaging generate vast bodies of data, machine learning is becoming ever more important for extracting reliable and meaningful relationships and for making accurate predictions. Key strands of modern machine learning grew out of attempts to understand how large numbers of interconnected, more or less neuron-like elements could learn to achieve behaviourally meaningful computations and to extract useful features from images or sound waves. By the 1990s, key approaches had converged on an elegant framework called ‘graphical models’, explained in Koller and Friedman, in which the nodes of a graph represent variables such as edges and corners in an image, or phonemes and words in speech. The probabilistic relationships between nodes are represented by conditional probability tables or simple functions whose parameters are learned from the data. There are three main problems in fitting graphical models to data: inference, parameter learning and structure learning. The inference problem is how to infer the probable values of unobserved variables when the values of a subset of the variables have been observed, and is a problem that perceptual systems need to solve if they are to infer the hidden causes of their sensory input. The parameter-learning problem is how to adjust the parameters governing the way in which one variable influences another, so that the graphical model is a better fit to some observed data. In the brain, this is presumably done by changing synapse strengths. The structure-learning problem is how to decide which unobserved variables are needed and how they must be connected to model the correlations between observed variables. In the brain, evolution and early pruning of connections presumably have a large role to play in determining the structure. Could you provide a brief description of the methods of machine learning? Machine learning can be divided into three parts: 1) in supervised learning, the aim is to predict a class label or a real value from an input (classifying objects in images or predicting the future value of a stock are examples of this type of learning); 2) in unsupervised learning, the aim is to discover good features for representing the input data; and 3) in reinforcement learning, the aim is to discover what action should be performed next in order to maximize the eventual payoff.
0.5135135135135135	Robust Learning to Learn Graph Topologies	Navid Akhavan Attar, Ali Fahim			10.1109/iccke60553.2023.10326280	https://doi.org/10.1109/iccke60553.2023.10326280	
0.5070422535211268	Learning How to Learn: Can It Be Taught?	Michael Cardy			10.3138/cmlr.34.4.702	https://doi.org/10.3138/cmlr.34.4.702	
