id,source_id,onset,length,answer_first,run_onset,clean_before,before_available,before_alarm,before_mean,onset_score,onset_alarm,first4_available,first4_alarm,first4_sustained,first_alarm_offset,span_alarm
12045,14323,91,15,True,True,True,True,False,0.32745726220309734,0.4055254161357879,False,True,False,False,7,True
12045,14323,126,53,False,True,True,True,True,0.823836624622345,0.7865856289863586,False,True,True,True,1,True
12219,14353,218,13,True,True,True,True,False,0.23621688596904278,0.1848775148391723,False,True,False,False,-1,False
12261,14360,19,52,True,True,True,True,False,0.1492287330329418,0.214126855134964,False,True,False,False,23,True
12261,14360,241,30,False,True,True,True,False,0.21691311057657,0.735612690448761,False,True,False,False,5,True
12297,14366,59,49,True,True,True,True,False,0.17962403967976565,0.1591456085443496,False,True,False,False,-1,False
12345,14375,286,45,True,True,True,True,False,0.38369989302009344,0.2616550624370575,False,True,False,False,16,True
12435,14390,31,13,True,True,True,True,False,0.25159615371376276,0.2253830134868621,False,True,False,False,-1,False
12459,14394,50,10,True,True,True,True,False,0.18965691328048703,0.404182493686676,False,True,False,False,5,True
12459,14394,81,4,False,True,True,True,False,0.3009318485856056,0.304775059223175,False,True,False,False,-1,False
12471,14396,27,11,True,True,True,True,False,0.17268160358071327,0.2197669893503189,False,True,False,False,-1,False
12471,14396,78,13,False,True,True,True,False,0.243103701621294,0.4556116163730621,False,True,False,False,-1,False
12693,14433,111,8,True,True,True,True,False,0.3839265927672386,0.460519403219223,False,True,True,False,2,True
12765,14445,175,11,True,True,True,True,False,0.20708973798900843,0.638434112071991,False,True,True,False,2,True
12903,14468,302,88,True,True,True,True,False,0.191009359434247,0.1334801018238067,False,True,False,False,30,True
13107,15103,260,11,True,True,True,True,False,0.27211009338498116,0.5511125326156616,False,True,False,False,-1,False
13137,15108,172,70,True,True,True,True,False,0.1921229120343923,0.4075943529605865,False,True,False,False,7,True
13137,15108,277,43,False,True,True,True,False,0.41376760229468346,0.4912402331829071,False,True,False,False,7,True
13137,15108,379,6,False,True,True,True,False,0.19262469280511138,0.7438091039657593,False,True,False,False,-1,False
13155,15111,15,37,True,True,True,True,False,0.11694413330405948,0.2271336168050766,False,True,False,False,-1,False
13155,15111,123,4,False,True,True,True,False,0.1796792466193437,0.2692773342132568,False,True,False,False,-1,False
13155,15111,132,33,False,True,False,True,False,0.1905691102147102,0.399192601442337,False,True,False,False,5,True
13155,15111,165,34,False,False,False,True,True,0.7391659505665302,0.5604581832885742,False,True,True,False,2,True
13161,15112,179,32,True,True,True,True,False,0.20494162943214175,0.7546003460884094,False,True,False,False,9,True
13161,15112,239,39,False,True,True,True,True,0.9166548103094101,0.933469831943512,True,True,True,True,0,True
13161,15112,280,30,False,True,False,True,True,0.9385278522968292,0.9604902863502502,True,True,True,True,0,True
13161,15112,327,5,False,True,True,True,False,0.4373950809240341,0.8362807035446167,True,True,True,False,0,True
13263,15130,93,17,True,True,True,True,False,0.24835839495062828,0.2396935820579528,False,True,False,False,-1,False
13293,15135,59,9,True,True,True,True,False,0.16260565258562562,0.2966377139091491,False,True,False,False,-1,False
13917,15239,25,10,True,True,True,True,False,0.23991805873811242,0.27387735247612,False,True,False,False,-1,False
13917,15239,95,23,False,True,True,True,False,0.256416879594326,0.2475820332765579,False,True,False,False,-1,False
