id,source_id,error_start,normal_start,side,phase,mean,alarm
12045,14323,91,48,error,before8,0.32745726220309734,False
12045,14323,91,48,error,onset,0.4055254161357879,False
12045,14323,91,48,error,first4,0.543634757399559,False
12045,14323,91,48,error,span,0.6192429900169373,True
12045,14323,91,48,normal,before8,0.19102742616087195,False
12045,14323,91,48,normal,onset,0.2366742640733719,False
12045,14323,91,48,normal,first4,0.24450840801000595,False
12045,14323,91,48,normal,span,0.22080667515595753,False
12219,14353,218,197,error,before8,0.23621688596904278,False
12219,14353,218,197,error,onset,0.1848775148391723,False
12219,14353,218,197,error,first4,0.2652977034449577,False
12219,14353,218,197,error,span,0.25550017677820647,False
12219,14353,218,197,normal,before8,0.18831212073564524,False
12219,14353,218,197,normal,onset,0.2956389784812927,False
12219,14353,218,197,normal,first4,0.3333323821425438,False
12219,14353,218,197,normal,span,0.29994460481863755,False
12261,14360,241,208,error,before8,0.21691311057657,False
12261,14360,241,208,error,onset,0.735612690448761,False
12261,14360,241,208,error,first4,0.7387216538190842,False
12261,14360,241,208,error,span,0.8683147768179575,True
12261,14360,241,208,normal,before8,0.2486381325870752,False
12261,14360,241,208,normal,onset,0.4007144570350647,False
12261,14360,241,208,normal,first4,0.32994553074240685,False
12261,14360,241,208,normal,span,0.19897049417098364,False
12345,14375,286,226,error,before8,0.38369989302009344,False
12345,14375,286,226,error,onset,0.2616550624370575,False
12345,14375,286,226,error,first4,0.29724614322185516,False
12345,14375,286,226,error,span,0.35769706815481184,True
12345,14375,286,226,normal,before8,0.18314780108630654,False
12345,14375,286,226,normal,onset,0.2151336818933487,False
12345,14375,286,226,normal,first4,0.21103613078594208,False
12345,14375,286,226,normal,span,0.20876190529929264,False
12459,14394,50,30,error,before8,0.18965691328048703,False
12459,14394,50,30,error,onset,0.404182493686676,False
12459,14394,50,30,error,first4,0.458760105073452,False
12459,14394,50,30,error,span,0.6710857361555099,True
12459,14394,50,30,normal,before8,0.11516827065497634,False
12459,14394,50,30,normal,onset,0.1427962034940719,False
12459,14394,50,30,normal,first4,0.13651991635560984,False
12459,14394,50,30,normal,span,0.14042152315378184,False
12459,14394,81,90,error,before8,0.3009318485856056,False
12459,14394,81,90,error,onset,0.304775059223175,False
12459,14394,81,90,error,first4,0.5576510727405548,False
12459,14394,81,90,error,span,0.5576510727405548,False
12459,14394,81,90,normal,before8,0.4362940099090338,False
12459,14394,81,90,normal,onset,0.1956128925085067,False
12459,14394,81,90,normal,first4,0.1750767566263675,False
12459,14394,81,90,normal,span,0.1750767566263675,False
12471,14396,27,14,error,before8,0.17268160358071327,False
12471,14396,27,14,error,onset,0.2197669893503189,False
12471,14396,27,14,error,first4,0.18408982083201408,False
12471,14396,27,14,error,span,0.21273409778421576,False
12471,14396,27,14,normal,before8,0.0965158315375447,False
12471,14396,27,14,normal,onset,0.0826681926846504,False
12471,14396,27,14,normal,first4,0.11044611781835553,False
12471,14396,27,14,normal,span,0.14778080989014017,False
12471,14396,78,176,error,before8,0.243103701621294,False
12471,14396,78,176,error,onset,0.4556116163730621,False
